shipment_id,origin_district,destination_district,origin_terrain,destination_terrain,distance_km,shipping_mode,shipment_volume_units,inventory_level_units,demand_units,warehouse_processing_days,weather_delay,traffic_delay,road_condition,carrier_rating,scheduled_delivery_days,actual_delivery_days,transportation_cost_inr,late_delivery
UKL10325,Champawat,Almora,Mid-Hill,Mid-Hill,265.1,Second Class,4,88.3,87.1,1.46,1,0,Good,3.82,3.8,5.18,953.41,1
UKL10326,Haridwar,Udham Singh Nagar,Plain/Lower Hill,Plain/Lower Hill,205.8,Second Class,8,88.8,65.3,0.82,0,0,Good,4.05,3.8,4.22,854.46,1
UKL10327,Tehri Garhwal,Dehradun,Mid-Hill,Plain/Lower Hill,261.0,Standard,8,49.7,53.6,0.79,0,1,Good,4.0,4.5,6.01,894.6,1
UKL10328,Haridwar,Dehradun,Plain/Lower Hill,Plain/Lower Hill,95.4,Second Class,9,128.7,95.3,0.64,0,1,Moderate,3.93,3.8,5.15,692.56,1
UKL10329,Chamoli,Nainital,High-Hill,Mid-Hill,182.6,Second Class,11,54.3,77.9,1.68,0,0,Moderate,4.41,3.8,5.21,892.84,1
UKL10330,Rudraprayag,Champawat,High-Hill,Mid-Hill,390.9,Standard,8,78.2,88.0,1.13,1,1,Poor,4.38,4.5,7.41,1249.46,1
UKL10331,Udham Singh Nagar,Chamoli,Plain/Lower Hill,High-Hill,151.0,Second Class,6,86.8,55.2,1.18,0,1,Good,3.51,3.8,4.56,745.13,1
UKL10332,Chamoli,Tehri Garhwal,High-Hill,Mid-Hill,267.6,Standard,6,93.4,89.8,1.1,0,1,Moderate,3.17,4.5,6.59,908.27,1
UKL10333,Champawat,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,199.4,Standard,9,51.9,75.3,0.95,0,1,Good,3.83,4.5,6.13,799.01,1
UKL10334,Tehri Garhwal,Champawat,Mid-Hill,Mid-Hill,351.8,Standard,8,79.7,53.1,1.14,0,0,Good,4.46,4.5,5.88,1003.65,1
UKL10335,Dehradun,Pithoragarh,Plain/Lower Hill,High-Hill,320.7,Second Class,13,66.5,77.9,0.7,0,0,Moderate,4.68,3.8,5.26,1175.52,1
UKL10336,Dehradun,Udham Singh Nagar,Plain/Lower Hill,Plain/Lower Hill,189.5,Standard,6,51.5,90.9,0.54,0,0,Moderate,3.72,4.5,5.69,748.35,1
UKL10337,Nainital,Champawat,Mid-Hill,Mid-Hill,310.0,First Class,6,36.6,18.6,0.52,0,1,Poor,4.58,2.8,4.88,1198.65,1
UKL10338,Rudraprayag,Champawat,High-Hill,Mid-Hill,193.1,Second Class,6,89.6,46.4,1.43,0,1,Moderate,3.47,3.8,5.61,908.64,1
UKL10339,Tehri Garhwal,Almora,Mid-Hill,Mid-Hill,237.8,Standard,5,102.4,15.0,1.22,0,0,Moderate,4.51,4.5,6.1,819.7,1
UKL10340,Bageshwar,Dehradun,Mid-Hill,Plain/Lower Hill,231.3,Second Class,7,54.4,96.6,0.69,0,0,Moderate,4.8,3.8,5.29,879.61,1
UKL10341,Uttarkashi,Tehri Garhwal,High-Hill,Mid-Hill,447.8,Standard,6,91.4,87.2,1.64,0,0,Moderate,3.35,4.5,5.77,1311.1,1
UKL10342,Dehradun,Udham Singh Nagar,Plain/Lower Hill,Plain/Lower Hill,56.0,Standard,8,64.1,67.0,0.34,0,1,Good,3.79,4.5,5.22,476.13,1
UKL10343,Tehri Garhwal,Nainital,Mid-Hill,Mid-Hill,287.4,First Class,4,106.2,56.3,1.0,0,0,Good,4.94,2.8,5.34,1068.47,1
UKL10344,Haridwar,Tehri Garhwal,Plain/Lower Hill,Mid-Hill,356.3,Standard,10,81.5,68.7,0.86,0,0,Moderate,4.7,4.5,5.9,1144.97,1
UKL10345,Nainital,Pauri Garhwal,Mid-Hill,Mid-Hill,651.35,Standard,8,99.8,74.5,1.48,0,0,Good,4.26,4.5,5.79,,1
UKL10346,Chamoli,Pauri Garhwal,High-Hill,Mid-Hill,159.2,Same Day,8,34.5,98.0,0.98,0,0,Good,4.15,1.2,1.75,1052.36,1
UKL10347,Pauri Garhwal,Tehri Garhwal,Mid-Hill,Mid-Hill,347.8,Standard,9,119.6,80.8,0.9,0,1,Good,4.38,4.5,6.85,1051.61,1
UKL10348,Dehradun,Champawat,Plain/Lower Hill,Mid-Hill,102.3,First Class,11,55.5,46.4,0.79,0,1,Moderate,4.03,2.8,3.66,830.67,1
UKL10349,Dehradun,Haridwar,Plain/Lower Hill,Plain/Lower Hill,211.3,Second Class,10,51.2,47.3,0.8,0,0,Moderate,3.63,3.8,4.49,951.31,1
UKL10350,Pauri Garhwal,Uttarkashi,Mid-Hill,High-Hill,336.2,Standard,3,52.9,108.1,1.2,0,0,Moderate,4.28,4.5,5.81,1078.23,1
UKL10351,Nainital,Haridwar,Mid-Hill,Plain/Lower Hill,369.6,Standard,6,110.8,56.5,1.27,0,0,Moderate,4.15,4.5,5.62,1059.89,1
UKL10352,Pauri Garhwal,Almora,Mid-Hill,Mid-Hill,225.1,Standard,7,75.7,83.1,1.78,0,0,Good,3.36,4.5,6.0,870.35,1
UKL10353,Pithoragarh,Chamoli,High-Hill,High-Hill,253.2,First Class,6,99.0,77.4,1.01,0,1,Good,4.27,2.8,4.4,1026.55,1
UKL10354,Haridwar,Bageshwar,Plain/Lower Hill,Mid-Hill,298.0,Second Class,6,87.2,40.7,1.17,0,0,Poor,3.64,3.8,5.71,1084.34,1
UKL10355,Uttarkashi,Tehri Garhwal,High-Hill,Mid-Hill,434.8,Standard,7,83.3,73.2,0.98,0,0,Good,4.04,4.5,6.18,1265.95,1
UKL10356,Bageshwar,Pauri Garhwal,Mid-Hill,Mid-Hill,260.3,Standard,7,51.6,84.0,1.47,0,0,Poor,4.53,4.5,5.53,1015.84,1
UKL10357,Uttarkashi,Udham Singh Nagar,High-Hill,Plain/Lower Hill,253.1,Same Day,5,64.2,80.9,1.25,0,0,Good,4.08,1.2,3.12,1248.64,1
UKL10358,Rudraprayag,Uttarkashi,High-Hill,High-Hill,309.8,Standard,9,52.5,97.0,1.16,0,0,Good,4.04,4.5,6.68,1024.83,1
UKL10359,Bageshwar,Champawat,Mid-Hill,Mid-Hill,302.0,Same Day,10,95.4,63.3,0.96,0,0,Moderate,2.7,1.2,2.76,1311.2,1
UKL10360,Pauri Garhwal,Bageshwar,Mid-Hill,Mid-Hill,398.7,First Class,9,74.5,77.8,1.12,0,0,Good,3.8,2.8,3.75,1415.92,1
UKL10361,Uttarkashi,Bageshwar,High-Hill,Mid-Hill,323.9,Standard,4,42.5,134.4,0.9,0,0,Poor,3.0,4.5,6.51,1077.84,1
UKL10362,Almora,Pithoragarh,Mid-Hill,High-Hill,381.6,Standard,5,93.7,53.2,1.04,0,0,Good,4.12,4.5,6.2,1085.67,1
UKL10363,Dehradun,Bageshwar,Plain/Lower Hill,Mid-Hill,317.0,Standard,12,88.7,87.7,0.46,0,0,Moderate,3.98,4.5,5.8,1137.05,1
UKL10364,Champawat,Chamoli,Mid-Hill,High-Hill,286.2,Standard,10,76.8,64.0,1.55,0,0,Good,3.97,4.5,5.5,,1
UKL10365,Rudraprayag,Champawat,High-Hill,Mid-Hill,197.4,First Class,5,87.6,78.0,0.93,0,0,Moderate,4.16,2.8,3.76,877.81,1
UKL10366,Almora,Champawat,Mid-Hill,Mid-Hill,301.1,Standard,5,37.6,69.5,1.31,0,0,Good,4.14,4.5,5.46,894.2,1
UKL10367,Udham Singh Nagar,Pauri Garhwal,Plain/Lower Hill,Mid-Hill,281.4,Second Class,12,65.8,90.5,0.69,0,0,Good,4.58,3.8,5.1,1126.6,1
UKL10368,Nainital,Bageshwar,Mid-Hill,Mid-Hill,236.8,Standard,7,45.2,49.7,0.73,0,1,Moderate,3.95,4.5,6.17,743.67,1
UKL10369,Dehradun,Udham Singh Nagar,Plain/Lower Hill,Plain/Lower Hill,155.2,Second Class,8,68.7,91.2,0.96,1,0,Good,4.17,3.8,4.68,800.71,1
UKL10370,Udham Singh Nagar,Almora,Plain/Lower Hill,Mid-Hill,276.3,First Class,5,70.2,89.0,1.16,0,0,Poor,4.21,2.8,4.27,1157.31,1
UKL10371,Tehri Garhwal,Nainital,Mid-Hill,Mid-Hill,259.2,Second Class,8,93.9,73.3,1.0,0,0,Moderate,4.16,3.8,5.52,1063.85,1
UKL10372,Almora,Tehri Garhwal,Mid-Hill,Mid-Hill,258.6,First Class,9,61.8,89.3,1.16,0,1,Moderate,4.28,2.8,4.73,,1
UKL10373,Udham Singh Nagar,Almora,Plain/Lower Hill,Mid-Hill,332.7,Standard,5,67.5,105.8,1.05,0,0,Moderate,3.82,4.5,5.5,985.39,1
UKL10374,Haridwar,Pithoragarh,Plain/Lower Hill,High-Hill,301.1,Standard,10,61.7,90.4,1.2,0,0,Good,4.56,4.5,6.14,890.67,1
UKL10375,Haridwar,Nainital,Plain/Lower Hill,Mid-Hill,209.1,Standard,9,35.3,21.3,1.26,0,1,Moderate,4.28,4.5,6.13,884.05,1
UKL10376,Champawat,Chamoli,Mid-Hill,High-Hill,345.7,First Class,8,58.5,29.7,1.19,0,1,Moderate,2.76,2.8,5.16,1296.88,1
UKL10377,Almora,Uttarkashi,Mid-Hill,High-Hill,236.3,Second Class,9,86.9,71.2,1.42,0,0,Moderate,4.43,3.8,5.75,1006.13,1
UKL10378,Haridwar,Nainital,Plain/Lower Hill,Mid-Hill,292.5,Standard,3,43.0,75.8,0.2,0,0,Good,3.46,4.5,4.58,827.31,0
UKL10379,Chamoli,Pithoragarh,High-Hill,High-Hill,340.8,Second Class,9,74.7,87.8,1.11,1,1,Moderate,3.78,3.8,6.15,1223.88,1
UKL10380,Dehradun,Uttarkashi,Plain/Lower Hill,High-Hill,363.6,Second Class,9,115.3,90.2,1.42,0,0,Good,3.61,3.8,5.01,1196.92,1
UKL10381,Almora,Bageshwar,Mid-Hill,Mid-Hill,309.6,Standard,13,57.4,60.0,0.54,0,0,Good,4.23,4.5,5.51,1112.76,1
UKL10382,Tehri Garhwal,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,329.6,Standard,8,84.4,69.1,0.2,0,0,Good,4.17,4.5,5.32,986.82,1
UKL10383,Dehradun,Champawat,Plain/Lower Hill,Mid-Hill,217.1,Standard,8,50.1,89.8,0.93,0,0,Moderate,4.16,4.5,6.31,895.14,1
UKL10384,Pauri Garhwal,Bageshwar,Mid-Hill,Mid-Hill,141.9,Second Class,10,87.3,66.5,1.31,0,1,Good,3.74,3.8,5.08,793.97,1
UKL10385,Haridwar,Uttarkashi,Plain/Lower Hill,High-Hill,211.2,Standard,15,61.1,63.6,0.37,0,0,Moderate,,4.5,6.4,972.69,1
UKL10386,Pithoragarh,Dehradun,High-Hill,Plain/Lower Hill,288.9,Standard,6,26.3,74.1,0.63,0,0,Moderate,4.1,4.5,5.73,897.81,1
UKL10387,Almora,Champawat,Mid-Hill,Mid-Hill,341.6,First Class,11,47.0,87.6,1.29,0,0,Poor,3.8,2.8,5.09,1427.02,1
UKL10388,Pauri Garhwal,Uttarkashi,Mid-Hill,High-Hill,460.2,First Class,8,74.6,79.7,0.92,0,0,Good,3.03,2.8,4.23,1424.26,1
UKL10389,Almora,Tehri Garhwal,Mid-Hill,Mid-Hill,350.9,Standard,7,102.8,69.1,1.07,0,0,Good,3.75,4.5,6.4,1102.1,1
UKL10390,Rudraprayag,Chamoli,High-Hill,High-Hill,264.0,First Class,6,44.7,73.0,1.18,0,0,Poor,3.63,2.8,3.99,1079.41,1
UKL10391,Almora,Pauri Garhwal,Mid-Hill,Mid-Hill,309.0,Second Class,4,32.3,48.5,0.86,0,0,Moderate,4.15,3.8,5.92,1028.85,1
UKL10392,Rudraprayag,Pauri Garhwal,High-Hill,Mid-Hill,374.2,Standard,8,100.8,79.9,0.96,1,0,Poor,3.51,4.5,7.35,1198.87,1
UKL10393,Tehri Garhwal,Uttarkashi,Mid-Hill,High-Hill,216.9,First Class,6,64.1,95.1,1.2,0,0,Good,4.41,2.8,3.24,912.52,1
UKL10394,Chamoli,Pauri Garhwal,High-Hill,Mid-Hill,324.3,First Class,4,64.6,85.3,1.0,0,1,Moderate,4.34,2.8,4.59,1181.23,1
UKL10395,Bageshwar,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,266.2,Standard,12,97.7,53.6,1.85,0,0,Moderate,4.15,4.5,5.57,1108.03,1
UKL10396,Almora,Dehradun,Mid-Hill,Plain/Lower Hill,311.8,Second Class,5,35.9,73.0,0.23,0,0,Good,4.17,3.8,4.36,942.3,1
UKL10397,Tehri Garhwal,Uttarkashi,Mid-Hill,High-Hill,402.7,Standard,5,82.0,81.3,0.99,0,1,Moderate,3.99,4.5,6.27,1081.47,1
UKL10398,Uttarkashi,Rudraprayag,High-Hill,High-Hill,516.2,Standard,5,52.8,49.1,1.6,0,1,,3.79,4.5,6.77,1414.05,1
UKL10399,Uttarkashi,Udham Singh Nagar,High-Hill,Plain/Lower Hill,293.0,Standard,9,77.0,81.8,0.64,0,0,Moderate,4.02,4.5,5.9,1050.89,1
UKL10400,Tehri Garhwal,Rudraprayag,Mid-Hill,High-Hill,426.5,First Class,6,70.1,69.0,1.05,0,0,Good,4.64,2.8,4.16,1328.14,1
UKL10401,Tehri Garhwal,Nainital,Mid-Hill,Mid-Hill,278.4,Standard,5,69.2,99.5,0.94,0,0,Moderate,4.16,4.5,5.87,894.42,1
UKL10402,Udham Singh Nagar,Pauri Garhwal,Plain/Lower Hill,Mid-Hill,223.7,First Class,8,94.6,89.4,0.77,1,0,Good,4.4,2.8,4.49,974.7,1
UKL10403,Rudraprayag,Tehri Garhwal,High-Hill,Mid-Hill,324.4,Standard,3,86.9,91.9,1.15,0,0,Moderate,4.74,4.5,5.54,981.06,1
UKL10404,Nainital,Tehri Garhwal,Mid-Hill,Mid-Hill,353.3,Second Class,6,71.6,41.4,1.34,0,0,Moderate,4.21,3.8,5.53,1144.41,1
UKL10405,Dehradun,Bageshwar,Plain/Lower Hill,Mid-Hill,135.8,Second Class,12,90.7,78.1,0.73,0,0,Good,5.0,3.8,4.77,759.79,1
UKL10406,Rudraprayag,Haridwar,High-Hill,Plain/Lower Hill,343.1,Standard,5,89.3,91.2,,0,0,Moderate,3.21,4.5,7.04,1007.62,1
UKL10407,Chamoli,Rudraprayag,High-Hill,High-Hill,226.7,First Class,10,76.6,77.9,1.62,0,0,Moderate,4.38,2.8,4.51,1137.78,1
UKL10408,Almora,Chamoli,Mid-Hill,High-Hill,431.8,Standard,7,73.1,54.1,1.47,1,0,Good,4.13,4.5,6.56,1191.97,1
UKL10409,Pauri Garhwal,Haridwar,Mid-Hill,Plain/Lower Hill,310.2,Standard,8,93.1,39.2,0.54,0,0,Moderate,4.27,4.5,6.0,951.37,1
UKL10410,Nainital,Rudraprayag,Mid-Hill,High-Hill,216.4,Second Class,12,108.1,87.0,0.39,0,0,Moderate,3.78,3.8,4.71,996.23,1
UKL10411,Pithoragarh,Tehri Garhwal,High-Hill,Mid-Hill,306.4,Same Day,7,99.3,63.0,0.61,0,0,Good,3.83,1.2,1.89,1350.51,1
UKL10412,Pithoragarh,Tehri Garhwal,High-Hill,Mid-Hill,304.6,Same Day,8,66.9,57.5,0.91,0,0,Moderate,3.45,1.2,2.26,1332.73,1
UKL10413,Champawat,Bageshwar,Mid-Hill,Mid-Hill,287.0,Standard,9,77.9,81.7,1.42,1,0,Good,3.57,4.5,5.92,945.45,1
UKL10414,Uttarkashi,Pauri Garhwal,High-Hill,Mid-Hill,391.9,First Class,6,88.2,117.2,0.89,0,0,Good,3.73,2.8,3.61,1340.29,1
UKL10415,Almora,Tehri Garhwal,Mid-Hill,Mid-Hill,149.6,First Class,9,89.0,102.1,0.69,0,0,Poor,3.67,2.8,3.64,,1
UKL10416,Chamoli,Nainital,High-Hill,Mid-Hill,527.1,Standard,11,55.9,114.4,0.99,0,0,Moderate,4.15,4.5,5.91,1480.17,1
UKL10417,Pithoragarh,Rudraprayag,High-Hill,High-Hill,253.3,Same Day,8,74.2,89.3,1.6,0,0,Moderate,4.68,1.2,3.38,1285.56,1
UKL10418,Tehri Garhwal,Uttarkashi,Mid-Hill,High-Hill,407.5,Standard,8,93.9,63.3,0.97,0,1,Good,3.93,4.5,5.97,1156.94,1
UKL10419,Chamoli,Dehradun,High-Hill,Plain/Lower Hill,172.1,Standard,5,72.3,51.1,1.52,1,0,Good,5.0,4.5,5.45,753.55,1
UKL10420,Dehradun,Champawat,Plain/Lower Hill,Mid-Hill,276.4,Standard,9,50.1,58.7,0.87,0,1,Moderate,3.73,4.5,7.47,986.59,1
UKL10421,Chamoli,Dehradun,High-Hill,Plain/Lower Hill,275.4,Second Class,6,22.3,57.3,0.85,0,0,Good,3.14,3.8,5.01,968.75,1
UKL10422,Udham Singh Nagar,Nainital,Plain/Lower Hill,Mid-Hill,317.8,Standard,7,30.8,68.5,1.98,0,0,Good,4.14,4.5,5.49,3899.04,1
UKL10423,Pauri Garhwal,Haridwar,Mid-Hill,Plain/Lower Hill,170.1,Standard,9,115.4,46.6,0.74,0,1,Moderate,3.97,4.5,5.71,752.23,1
UKL10424,Bageshwar,Nainital,Mid-Hill,Mid-Hill,283.9,Second Class,3,98.1,71.2,0.62,0,1,Poor,4.28,3.8,4.79,986.28,1
UKL10425,Chamoli,Pithoragarh,High-Hill,High-Hill,270.8,Standard,6,56.5,52.8,1.44,0,1,Poor,4.74,4.5,6.54,947.54,1
UKL10426,Almora,Bageshwar,Mid-Hill,Mid-Hill,324.3,Second Class,5,22.7,48.2,1.09,0,0,Moderate,4.96,3.8,4.92,1054.29,1
UKL10427,Pithoragarh,Rudraprayag,High-Hill,High-Hill,484.1,Standard,8,76.6,52.9,1.45,0,0,Poor,4.38,4.5,6.26,1428.1,1
UKL10428,Champawat,Nainital,Mid-Hill,Mid-Hill,403.4,Same Day,5,90.6,66.5,1.04,0,1,Moderate,3.55,1.2,2.64,1530.04,1
UKL10429,Uttarkashi,Nainital,High-Hill,Mid-Hill,425.8,Standard,6,74.5,73.8,0.93,0,0,Good,4.17,4.5,5.96,1253.67,1
UKL10430,Haridwar,Uttarkashi,Plain/Lower Hill,High-Hill,408.9,Standard,10,41.8,102.7,0.96,0,0,Good,4.69,4.5,6.58,1324.83,1
UKL10431,Bageshwar,Champawat,Mid-Hill,Mid-Hill,353.5,Standard,7,53.4,90.7,1.2,0,0,Moderate,3.7,4.5,5.78,1102.21,1
UKL10432,Haridwar,Almora,Plain/Lower Hill,Mid-Hill,317.6,Standard,4,84.2,77.2,1.46,0,0,Poor,3.62,4.5,5.81,1000.66,1
UKL10433,Chamoli,Rudraprayag,High-Hill,High-Hill,588.5,First Class,9,72.5,44.3,0.73,0,1,Moderate,4.58,2.8,5.68,1794.96,1
UKL10434,Udham Singh Nagar,Almora,Plain/Lower Hill,Mid-Hill,193.5,Second Class,10,107.7,115.0,2.03,0,0,Moderate,,3.8,5.57,962.74,1
UKL10435,Dehradun,Pauri Garhwal,Plain/Lower Hill,Mid-Hill,210.7,Second Class,6,68.5,84.9,0.93,0,1,Good,5.0,3.8,4.65,844.19,1
UKL10436,Tehri Garhwal,Almora,Mid-Hill,Mid-Hill,307.8,Standard,4,89.8,76.3,0.47,1,0,Moderate,4.78,4.5,6.1,942.09,1
UKL10437,Tehri Garhwal,Bageshwar,Mid-Hill,Mid-Hill,261.1,Standard,11,52.5,69.7,0.88,0,0,Moderate,3.55,4.5,5.83,961.72,1
UKL10438,Champawat,Haridwar,Mid-Hill,Plain/Lower Hill,308.2,First Class,10,108.5,102.0,0.86,0,0,Poor,5.0,2.8,4.56,1290.92,1
UKL10439,Champawat,Bageshwar,Mid-Hill,Mid-Hill,274.9,Standard,8,69.2,79.2,1.19,0,0,Moderate,3.84,4.5,5.86,1000.52,1
UKL10440,Udham Singh Nagar,Uttarkashi,Plain/Lower Hill,High-Hill,450.3,Standard,8,63.2,83.7,0.76,1,0,Moderate,4.19,4.5,6.68,1354.06,1
UKL10441,Udham Singh Nagar,Haridwar,Plain/Lower Hill,Plain/Lower Hill,171.7,Same Day,9,37.1,75.4,1.17,0,1,Good,3.39,1.2,2.89,1162.64,1
UKL10442,Chamoli,Udham Singh Nagar,High-Hill,Plain/Lower Hill,408.3,Standard,8,75.8,40.0,1.05,0,0,,3.81,4.5,6.62,1176.95,1
UKL10443,Champawat,Almora,Mid-Hill,Mid-Hill,293.2,Standard,8,65.4,75.7,1.22,0,0,Moderate,4.11,4.5,6.52,1014.75,1
UKL10444,Pithoragarh,Haridwar,High-Hill,Plain/Lower Hill,236.0,Standard,7,77.4,57.9,0.65,0,0,Good,4.28,4.5,5.19,843.95,1
UKL10445,Dehradun,Rudraprayag,Plain/Lower Hill,High-Hill,207.5,Standard,8,91.2,58.1,,0,1,Moderate,5.0,4.5,6.48,823.86,1
UKL10446,Bageshwar,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,305.6,Second Class,13,81.5,66.4,,0,0,Moderate,4.37,3.8,6.31,1328.06,1
UKL10447,Almora,Pithoragarh,Mid-Hill,High-Hill,269.2,First Class,6,85.7,60.6,1.7,0,0,Good,4.26,2.8,3.9,1099.04,1
UKL10448,Pithoragarh,Uttarkashi,High-Hill,High-Hill,526.7,Same Day,4,105.4,66.1,1.87,0,0,Moderate,4.71,1.2,4.06,1755.39,1
UKL10449,Champawat,Dehradun,Mid-Hill,Plain/Lower Hill,258.0,Second Class,8,86.5,66.0,1.04,0,1,Moderate,3.31,3.8,5.74,1025.77,1
UKL10450,Rudraprayag,Pithoragarh,High-Hill,High-Hill,580.1,Second Class,9,69.6,66.4,1.32,0,0,Good,3.83,3.8,7.05,1717.59,1
UKL10451,Almora,Bageshwar,Mid-Hill,Mid-Hill,187.4,Standard,7,60.5,62.9,1.25,0,0,Good,4.57,4.5,5.34,783.29,1
UKL10452,Tehri Garhwal,Nainital,Mid-Hill,Mid-Hill,433.9,Standard,9,41.0,86.6,1.53,0,0,Good,4.03,4.5,6.89,1357.99,1
UKL10453,Champawat,Nainital,Mid-Hill,Mid-Hill,351.5,Standard,2,72.2,48.2,0.73,0,0,Moderate,3.64,4.5,6.21,986.37,1
UKL10454,Nainital,Dehradun,Mid-Hill,Plain/Lower Hill,326.3,Standard,12,91.2,70.6,0.82,0,1,Moderate,,4.5,5.73,1133.42,1
UKL10455,Uttarkashi,Bageshwar,High-Hill,Mid-Hill,269.3,Standard,9,88.1,74.5,1.28,0,0,Poor,4.17,4.5,6.14,1061.41,1
UKL10456,Bageshwar,Champawat,Mid-Hill,Mid-Hill,248.4,Standard,10,78.4,87.3,1.16,0,0,Good,4.54,4.5,5.62,909.42,1
UKL10457,Uttarkashi,Pauri Garhwal,High-Hill,Mid-Hill,263.5,Second Class,7,69.1,99.6,1.11,0,0,Moderate,4.66,3.8,5.35,1022.96,1
UKL10458,Chamoli,Pithoragarh,High-Hill,High-Hill,412.6,First Class,4,91.6,78.9,1.32,1,0,Moderate,4.01,2.8,5.14,1319.89,1
UKL10459,Udham Singh Nagar,Uttarkashi,Plain/Lower Hill,High-Hill,404.7,Standard,10,83.8,96.3,1.22,0,1,Good,3.77,4.5,7.2,1169.72,1
UKL10460,Pauri Garhwal,Haridwar,Mid-Hill,Plain/Lower Hill,229.9,Second Class,9,84.0,70.6,0.77,0,1,Moderate,3.91,3.8,5.37,989.67,1
UKL10461,Uttarkashi,Udham Singh Nagar,High-Hill,Plain/Lower Hill,169.2,Standard,9,87.6,72.7,0.97,0,0,Good,3.79,4.5,5.54,721.97,1
UKL10462,Haridwar,Nainital,Plain/Lower Hill,Mid-Hill,261.8,Standard,6,54.1,36.7,0.84,0,0,Moderate,4.32,4.5,6.42,860.26,1
UKL10463,Haridwar,Almora,Plain/Lower Hill,Mid-Hill,172.2,Standard,7,69.2,82.3,1.46,0,0,Moderate,,4.5,6.26,700.98,1
UKL10464,Rudraprayag,Haridwar,High-Hill,Plain/Lower Hill,481.9,Same Day,8,87.2,88.1,0.85,0,0,Moderate,4.08,1.2,3.42,1636.57,1
UKL10465,Pauri Garhwal,Haridwar,Mid-Hill,Plain/Lower Hill,331.3,Second Class,6,100.0,68.6,0.2,0,0,Good,3.59,3.8,4.43,1040.59,1
UKL10466,Nainital,Dehradun,Mid-Hill,Plain/Lower Hill,379.1,Standard,8,123.1,64.0,0.47,0,1,,3.96,4.5,5.74,1171.37,1
UKL10467,Udham Singh Nagar,Bageshwar,Plain/Lower Hill,Mid-Hill,356.6,Standard,8,67.7,43.7,1.48,0,0,Good,4.74,4.5,6.0,1138.13,1
UKL10468,Pauri Garhwal,Dehradun,Mid-Hill,Plain/Lower Hill,200.7,Second Class,4,82.7,116.2,1.21,0,1,Good,4.37,3.8,5.35,852.52,1
UKL10469,Dehradun,Chamoli,Plain/Lower Hill,High-Hill,310.6,First Class,9,63.9,90.7,,0,0,Moderate,3.48,2.8,5.06,1159.09,1
UKL10470,Pauri Garhwal,Almora,Mid-Hill,Mid-Hill,483.7,Standard,14,103.0,21.2,0.72,0,0,Moderate,,4.5,6.63,1450.66,1
UKL10471,Chamoli,Dehradun,High-Hill,Plain/Lower Hill,199.2,Second Class,7,95.4,110.6,0.7,0,1,Good,4.67,3.8,5.13,803.24,1
UKL10472,Almora,Pithoragarh,Mid-Hill,High-Hill,415.5,Standard,9,107.4,60.4,1.66,0,0,Moderate,4.29,4.5,6.48,1282.39,1
UKL10473,Almora,Rudraprayag,Mid-Hill,High-Hill,429.4,First Class,8,51.2,40.5,1.4,0,1,Good,3.94,2.8,5.1,1504.45,1
UKL10474,Uttarkashi,Bageshwar,High-Hill,Mid-Hill,322.0,Same Day,6,60.7,48.3,1.58,0,0,Good,3.9,1.2,2.51,1294.9,1
UKL10475,Chamoli,Tehri Garhwal,High-Hill,Mid-Hill,1071.0,Standard,6,49.9,69.6,,0,0,Good,4.39,4.5,5.9,847.34,1
UKL10476,Chamoli,Champawat,High-Hill,Mid-Hill,399.2,Second Class,10,93.7,83.2,1.6,0,1,Good,3.78,3.8,6.01,1279.9,1
UKL10477,Bageshwar,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,284.6,First Class,4,93.6,75.7,0.84,0,0,Moderate,3.59,2.8,3.72,,1
UKL10478,Haridwar,Rudraprayag,Plain/Lower Hill,High-Hill,139.0,Second Class,9,67.0,80.1,1.34,0,1,Good,4.17,3.8,5.0,749.09,1
UKL10479,Pauri Garhwal,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,299.8,Second Class,14,86.9,66.4,0.69,0,0,Good,3.6,3.8,5.15,1118.39,1
UKL10480,Udham Singh Nagar,Almora,Plain/Lower Hill,Mid-Hill,273.4,Standard,4,45.3,75.3,1.52,0,0,Good,4.12,4.5,5.89,766.78,1
UKL10481,Haridwar,Almora,Plain/Lower Hill,Mid-Hill,214.8,Second Class,4,76.7,34.2,0.71,0,0,Poor,3.62,3.8,5.19,890.96,1
UKL10482,Tehri Garhwal,Chamoli,Mid-Hill,High-Hill,282.8,Standard,13,70.1,44.6,0.33,0,1,Good,4.14,4.5,5.72,933.82,1
UKL10483,Dehradun,Nainital,Plain/Lower Hill,Mid-Hill,195.1,Standard,15,104.8,57.1,0.58,0,1,Good,4.3,4.5,6.29,848.72,1
UKL10484,Champawat,Haridwar,Mid-Hill,Plain/Lower Hill,247.7,First Class,7,72.1,75.7,1.54,0,1,Good,3.69,2.8,5.71,1066.93,1
UKL10485,Dehradun,Pithoragarh,Plain/Lower Hill,High-Hill,350.0,Second Class,7,86.1,53.1,1.39,0,0,Good,4.03,3.8,5.62,1221.8,1
UKL10486,Udham Singh Nagar,Bageshwar,Plain/Lower Hill,Mid-Hill,169.8,Second Class,6,76.3,60.6,0.96,0,1,,4.21,3.8,4.99,820.03,1
